AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1400.7,1219.4,1172.0,1345.4,1314.3,1234.4,1069.1,1087.5,1161.3,1059.9,1051.5
Current_Liabilities,936.0,813.4,800.5,830.1,1067.5,997.6,1028.5,1136.5,1222.7,1148.8,1031.3
Diluted_EPS,-2.601,-4.17,-2.777,-9.08,1.748,0.064,2.447,1.197,2.105,-3.668,1.3559999999999999
Goodwill_Intangibles,91.3,95.6,97.8,104.5,107.0,108.1,108.5,107.4,104.9,101.2,93.5
Inventory,73.0,74.3,77.5,76.6,74.5,69.1,93.1,93.5,91.1,86.5,93.3
LT_Debt,1435.4,1182.9,1271.1,1323.7,1107.5,1145.0,1196.6,1258.4,1307.6,1248.5,918.7
Revenue,185.7,158.6,32.4,14.5,595.5,681.9,708.2,645.1,672.2,656.1,672.4
Shares_Diluted,42.571,42.5072,42.51,42.5118,42.5013,42.484,42.4874,42.4784,42.4778,42.4558,42.4691
Total_Assets,4067.9,3853.4,3888.3,4086.2,4393.5,4357.4,4416.9,4521.1,4614.8,4441.9,4365.4
Total_Liabilities,2893.7,2569.8,2413.1,2494.4,2416.9,2422.5,2448.8,2630.6,2748.0,2645.3,2127.4
