AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,22.4,25.0,24.6,20.6,5.4,4.8,5.3,4.9,4.1,4.2
Current_Liabilities,32.5,15.7,6.6,3.7,3.0,1.6,1.4,1.8,1.2,1.1
Diluted_EPS,-0.642,-0.214,-0.048,-0.1,-0.068,0.203,0.156,0.062,-0.013999999999999999,-0.012
Goodwill_Intangibles,43.5,45.8,,,,,,,,0.0
Inventory,0.0,0.0,1.2,1.2,0.9,0.8,1.1,1.4,0.9,0.9
LT_Debt,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,9.3,3.6,5.1,3.3,2.3,0.6,3.7,2.4,1.6,1.5
Shares_Diluted,13.8706,13.1199,12.7024,11.7099,9.7969,9.5819,9.6841,9.6516,9.5707,9.5709
Total_Assets,136.3,117.7,46.6,25.6,9.4,8.6,8.4,7.3,5.6,5.8
Total_Liabilities,48.8,26.7,7.9,4.7,4.0,2.7,2.6,2.9,1.9,1.9
