AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,807.8,878.7,988.4,833.0,799.8,752.3,772.9,790.9
Current_Liabilities,222.9,249.9,324.5,338.5,322.1,354.4,362.8,389.0
Diluted_EPS,-4.391,-5.366,-6.644,-2.455,-4.554,-3.062,-55.588,-1.412
Goodwill_Intangibles,136.0,136.2,146.8,233.2,237.8,262.9,136.8,940.6
Inventory,105.6,111.0,103.9,123.5,121.0,114.3,107.3,114.6
LT_Debt,1288.7,1284.0,1286.6,1285.8,1284.8,1283.9,1282.9,1282.0
Revenue,183.9,321.5,96.2,425.7,367.4,365.3,1478.9,573.1
Shares_Diluted,14.826,14.809,14.8296,15.6573,15.6,15.578,15.437,15.4529
Total_Assets,1734.4,1830.9,1993.2,2123.8,2146.3,2247.3,2216.0,3001.7
Total_Liabilities,1829.6,1863.0,1943.7,1980.7,1965.9,1999.3,1925.2,1965.7
