AAII_QTR_DATA,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,158.3,170.4,145.1,135.9,138.4,146.4,144.5,127.5,152.2,152.4,130.7,128.5,123.3
Current_Liabilities,100.7,95.6,81.1,106.3,98.4,121.0,113.1,90.6,99.7,109.9,105.8,98.9,83.3
Diluted_EPS,-0.736,0.5,0.299,0.354,-0.889,-0.187,-0.053,0.296,0.602,0.928,0.256,-0.076,0.7020000000000001
Goodwill_Intangibles,37.8,38.2,38.5,38.9,39.2,39.2,18.7,18.7,18.7,18.8,19.1,19.4,
Inventory,47.4,53.3,41.7,41.8,43.9,46.9,42.2,36.9,46.3,49.6,38.5,35.0,35.9
LT_Debt,41.7,47.9,43.0,5.7,5.9,5.2,5.5,5.4,5.6,3.4,0.3,0.3,0.4
Revenue,285.0,276.8,220.6,234.4,270.4,281.2,273.3,292.2,359.3,286.2,258.0,280.0,296.4
Shares_Diluted,17.63,17.679,17.669,17.582,17.586,17.55,17.536,17.605,17.605,17.609,17.558,17.483,17.581
Total_Assets,459.3,474.3,446.5,429.6,437.3,475.5,471.4,390.4,413.0,409.2,380.3,367.7,372.9
Total_Liabilities,201.4,204.0,186.2,175.1,169.3,192.7,186.0,106.2,115.6,123.3,111.6,104.5,88.2
