AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,260.7,251.8,205.9,198.5,198.4,163.7,108.4,99.5,96.0,82.8,81.9,66.5
Current_Liabilities,102.9,96.3,96.5,50.8,53.5,56.1,53.4,49.0,46.1,34.9,36.4,22.8
Diluted_EPS,0.407,0.4,-0.004,0.081,0.193,0.454,0.232,0.102,0.126,0.212,0.177,-0.181
Goodwill_Intangibles,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,
Inventory,88.6,64.2,49.8,45.0,44.8,43.5,45.5,42.3,38.8,29.8,27.5,19.9
LT_Debt,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,45.6,47.7,39.0,24.3,24.6,33.4,29.0,20.5,20.8,23.2,20.9,9.7
Shares_Diluted,20.9609,21.5553,18.0508,21.0666,20.445,19.3542,18.6043,18.2253,18.2001,18.1698,18.1197,15.3831
Total_Assets,341.3,296.6,257.4,217.2,217.7,180.2,120.3,111.4,103.0,89.4,87.8,71.9
Total_Liabilities,200.1,169.7,167.5,118.3,120.4,88.9,60.6,55.8,50.7,40.1,42.2,28.9
