AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1116.2,621.9,728.6,613.9,609.7,654.4,635.4,615.9
Current_Liabilities,456.9,470.7,491.3,786.2,767.3,480.6,447.0,465.9
Diluted_EPS,1.156,1.577,1.299,1.806,1.282,1.018,1.587,1.699
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,131.2,143.6,150.6,161.8,154.5,166.2,160.3,155.2
LT_Debt,3765.4,3227.0,3228.0,2394.8,2401.4,2677.6,2679.3,2680.7
Revenue,547.9,731.7,729.5,747.7,714.0,674.8,694.0,699.0
Shares_Diluted,94.893,96.171,97.956,99.699,100.422,100.915,101.508,102.11
Total_Assets,10288.1,9765.7,9786.8,9698.4,9638.1,9637.7,9469.8,9409.1
Total_Liabilities,5867.6,5327.6,5364.3,4823.9,4808.9,4809.6,4656.8,4637.3
