AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,71.7,82.9,98.9,26.3,34.7,,
Current_Liabilities,14.3,12.1,14.7,12.8,38.7,,
Diluted_EPS,-0.57,-0.588,-0.52,-0.484,-0.838,-1.773,-0.894
Goodwill_Intangibles,11.1,11.2,11.4,11.6,11.7,,
Inventory,12.7,10.1,8.2,7.2,5.8,,
LT_Debt,26.6,26.6,26.5,26.4,0.0,0.0,0.0
Revenue,10.5,9.0,9.9,7.9,15.4,23.4,8.5
Shares_Diluted,26.5561,26.4053,26.3659,26.3268,26.3268,,
Total_Assets,87.9,98.9,115.5,43.4,52.5,,
Total_Liabilities,42.9,40.7,43.4,49.1,46.1,,
