AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,3.0,2.2,0.9,0.9,0.0,0.1,0.2,0.2,0.3,0.4,0.6,0.8
Current_Liabilities,5.7,30.6,2.8,2.4,1.5,1.1,1.1,0.9,0.9,0.8,0.6,0.7
Diluted_EPS,,-0.006,-0.008,-0.006,-0.013,-0.011,-0.008,-0.007,-0.009000000000000001,-0.009000000000000001,-0.009000000000000001,-0.011000000000000001
Goodwill_Intangibles,36.2,37.3,19.0,19.7,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Inventory,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.1,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,144.3793,225.3218,142.4193,124.6448,42.0662,41.0636,40.5164,40.5164,40.5164,40.5313,40.1563,39.6242
Total_Assets,40.7,40.8,20.0,20.6,0.2,0.3,0.3,0.3,0.5,0.6,0.7,0.9
Total_Liabilities,32.7,30.6,2.9,2.4,1.5,1.1,1.1,0.9,0.9,0.8,0.6,0.7
