AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,17476.0,17455.0,20891.0,16772.0,20570.0,18779.0,23885.0,19465.0,24321.0,9487.0,9305.0,8458.0,8114.0,8745.0,8281.0,7286.0
Current_Liabilities,20622.0,21423.0,23499.0,19247.0,21837.0,19495.0,21703.0,19840.0,23191.0,14756.0,12506.0,12869.0,13173.0,13327.0,10267.0,8572.0
Diluted_EPS,-0.086,0.568,0.336,0.551,0.78,0.745,0.599,1.003,0.08900000000000001,1.098,0.868,1.008,1.092,1.057,0.746,0.931
Goodwill_Intangibles,112006.0,109343.0,109527.0,109824.0,98669.0,98951.0,99243.0,99457.0,99818.0,38492.0,38510.0,38516.0,38488.0,37693.0,37658.0,37683.0
Inventory,2243.0,2715.0,2567.0,1762.0,1707.0,2209.0,2527.0,1931.0,1549.0,1225.0,964.0,801.0,998.0,1261.0,1084.0,958.0
LT_Debt,73650.0,73839.0,72831.0,72588.0,72682.0,75406.0,71018.0,67508.0,72035.0,26452.0,28526.0,28623.0,28500.0,28405.0,29263.0,29139.0
Revenue,19701.0,20120.0,20785.0,19624.0,19950.0,19759.0,20341.0,19272.0,17671.0,11113.0,11878.0,11061.0,10979.0,11080.0,11445.0,10839.0
Shares_Diluted,1253.933,1255.369,1255.904,1253.661,1253.718,1252.784,1252.876,1249.799,1236.528,865.9985,865.1701,862.6907,860.1356,858.6435,858.415,853.8528
Total_Assets,209463.0,210653.0,206563.0,202125.0,204124.0,203332.0,200162.0,192443.0,187199.0,87226.0,86921.0,86109.0,84788.0,83073.0,72468.0,70182.0
Total_Liabilities,139429.0,140677.0,137461.0,133698.0,136654.0,136955.0,134818.0,127956.0,124203.0,58249.0,58132.0,58338.0,57821.0,56892.0,47750.0,45827.0
