AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,240.6,109.8,116.4,,,,,,
Current_Liabilities,119.6,107.3,104.7,,,,,,
Diluted_EPS,-0.216,-0.068,-0.083,-0.088,-0.056,-0.064,-0.057,-0.065,-0.043
Goodwill_Intangibles,9.4,10.3,10.6,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,42.5,38.6,35.1,31.2,29.4,26.3,24.4,22.1,21.5
Shares_Diluted,78.478,140.8521,140.8521,,,,,,
Total_Assets,283.1,156.7,160.7,,,,,,
Total_Liabilities,133.4,122.6,120.8,,,,,,
