AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,653.7,638.0,594.6,609.8,578.7,428.1,396.4,422.4
Current_Liabilities,242.8,243.4,231.1,246.6,244.4,157.7,166.9,159.3
Diluted_EPS,0.366,0.045,1.675,0.382,0.054,0.683,0.517,0.777
Goodwill_Intangibles,1110.9,1143.5,1162.2,1186.5,1208.4,706.6,718.4,717.7
Inventory,276.4,272.4,259.5,261.3,247.0,173.3,179.7,172.8
LT_Debt,1252.7,1273.5,1267.1,1288.2,1262.6,615.2,590.5,630.2
Revenue,426.4,406.8,390.4,383.6,377.8,288.2,279.4,279.3
Shares_Diluted,31.4098,31.4137,31.4564,31.401,31.4024,31.3405,31.3565,31.1425
Total_Assets,2395.3,2441.9,2420.3,2419.8,2423.3,1587.5,1584.9,1590.6
Total_Liabilities,1700.8,1740.5,1738.1,1784.1,1770.3,934.6,935.3,962.1
