AAII_QTR_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020
Current_Assets,179.8,198.1,198.5,190.9,179.8,178.4,168.3,115.2
Current_Liabilities,27.0,40.9,41.2,40.4,36.3,38.1,40.7,31.0
Diluted_EPS,-5.703,0.265,0.319,0.242,0.089,0.563,0.518,0.129
Goodwill_Intangibles,63.2,108.1,111.3,114.6,118.0,121.9,125.9,129.7
Inventory,121.7,119.6,105.0,92.0,74.3,73.7,73.6,69.6
LT_Debt,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,45.9,70.1,70.8,60.8,64.5,82.6,79.1,50.5
Shares_Diluted,13.447,14.205,14.348,14.301,14.027,14.254,14.155,13.8835
Total_Assets,277.8,351.4,354.4,348.7,341.3,341.4,335.4,260.8
Total_Liabilities,74.8,64.5,65.2,64.9,61.4,63.7,66.6,33.4
