AAII_QTR_DATA,10/02/2020,07/03/2020,04/03/2020,01/03/2020,09/27/2019,06/28/2019,03/29/2019,12/28/2018,09/28/2018
Current_Assets,1100.6,1120.0,1192.6,1211.8,1061.8,1121.4,1147.8,1089.1,1061.2
Current_Liabilities,1191.5,1170.5,1226.9,1190.3,1059.3,1075.2,1090.0,1055.2,979.3
Diluted_EPS,0.335,0.251,0.246,1.111,0.31,0.372,0.245,0.34,0.29100000000000004
Goodwill_Intangibles,4447.5,4452.8,4464.8,4359.3,4161.7,4196.4,4238.3,4284.3,4328.6
Inventory,318.5,338.6,327.2,312.1,290.1,287.9,303.7,298.0,286.3
LT_Debt,1390.6,1564.5,1694.7,1624.2,1514.0,1513.6,1647.8,1712.3,1786.6
Revenue,792.1,733.6,792.3,824.0,783.9,854.8,801.6,785.5,795.2
Shares_Diluted,252.8,251.2,251.7,251.4,252.1,254.0,254.0,254.6,253.6
Total_Assets,6624.3,6645.0,6705.7,6640.7,5803.9,5876.1,5920.1,5776.4,5782.2
Total_Liabilities,3274.3,3433.1,3604.4,3521.7,3017.1,3052.1,3178.4,3102.0,3133.8
