AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,15449.0,7173.0,7264.0,6656.0,6728.0,5865.0,6130.0,5478.0,4717.0
Current_Liabilities,14436.0,3562.0,3459.0,3335.0,3565.0,3142.0,3082.0,2756.0,2576.0
Diluted_EPS,-1.495,0.686,0.082,0.235,1.012,0.21,0.417,0.44,0.40399999999999997
Goodwill_Intangibles,113117.0,22611.0,23061.0,23429.0,23694.0,23765.0,24149.0,24194.0,24618.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,51388.0,13605.0,14617.0,14436.0,14462.0,14675.0,15253.0,14981.0,14944.0
Revenue,9827.0,3159.0,3187.0,3150.0,3062.0,2792.0,2886.0,2561.0,2541.0
Shares_Diluted,2286.0,665.0,661.0,663.0,664.0,667.0,657.0,672.0,674.0
Total_Assets,142240.0,33799.0,34427.0,34318.0,34572.0,33625.0,34087.0,33438.0,33089.0
Total_Liabilities,90857.0,21830.0,22828.0,22707.0,23034.0,22810.0,23623.0,23351.0,23222.0
