AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.318,0.308,0.299,0.263,0.272,0.317,0.36,0.329,0.302,0.322,0.318,0.309
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,4.6,4.4,4.3,4.2,4.3,4.6,4.8,4.8,4.7,4.7,4.7,4.4
Shares_Diluted,5.6852,5.6273,5.6962,5.7141,5.5856,5.5868,5.5951,5.588,5.5924,5.6161,5.5895,5.5866
Total_Assets,554.1,532.5,529.1,542.6,499.7,445.0,453.1,442.4,431.8,429.1,428.4,426.8
Total_Liabilities,501.1,477.5,474.6,488.7,447.3,393.8,402.7,393.0,384.5,383.7,385.1,383.5
