AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,50.4,52.8,12.0,8.7,8.9,6.6,12.1,17.4,5.9,2.3
Current_Liabilities,5.7,6.0,11.7,14.6,14.4,17.2,17.6,19.5,9.3,4.6
Diluted_EPS,-0.001,-0.382,-0.136,-0.017,0.171,-0.181,-0.028,0.007,-0.008,-0.008
Goodwill_Intangibles,2.6,,,,,,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,6.4,4.7,3.0,3.1,2.3,0.2,10.0,14.8,3.3,1.0
Shares_Diluted,31.0786,34.9171,31.0106,29.4884,28.983,28.9934,167.8182,168.493,166.5094,166.3904
Total_Assets,54.1,53.0,12.3,9.0,9.1,6.9,12.4,17.6,6.2,2.7
Total_Liabilities,6.2,6.1,11.9,14.7,14.5,17.4,17.7,19.7,9.5,4.9
