AAII_QTR_DATA,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018
Current_Assets,29.1,29.3,26.4,27.5,26.7,26.3,24.7,24.7,22.1,21.3,20.8,19.9,20.5,20.3
Current_Liabilities,8.1,8.5,6.4,7.6,6.6,7.7,7.0,7.3,5.1,2.7,3.3,2.5,3.0,3.5
Diluted_EPS,1.54,2.373,1.091,1.635,1.976,1.447,0.806,0.998,1.482,1.301,0.521,0.643,0.703,1.51
Goodwill_Intangibles,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,15.5,16.6,12.6,13.6,14.9,13.5,11.6,11.2,10.1,11.6,9.9,8.4,9.7,9.8
Shares_Diluted,0.8944,0.8944,0.8944,0.894,0.894,0.8944,0.8938,0.8938,0.8936,0.8937,0.8936,0.8936,0.8934,0.8935
Total_Assets,53.6,53.4,50.3,51.3,50.7,49.5,47.5,47.8,45.7,28.3,27.6,26.3,26.7,26.3
Total_Liabilities,18.7,19.9,18.9,20.9,20.8,21.4,20.6,21.7,19.8,3.7,4.2,3.4,3.8,4.3
