AAII_QTR_DATA,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,1473.0,414.2,561.3,648.6,701.9,722.0,584.6,830.6,698.9,628.2
Current_Liabilities,2456.1,2883.3,2849.1,696.8,577.7,495.9,654.7,823.6,862.9,826.2
Diluted_EPS,2.12,-13.641,-15.787,0.969,2.666,0.821,2.256,-11.401,1.557,-0.087
Goodwill_Intangibles,2317.2,1026.1,983.6,1174.8,1111.4,1053.4,1322.1,1302.7,1270.5,1252.2
Inventory,212.1,12.7,13.3,16.3,16.1,12.5,18.5,13.5,19.5,22.3
LT_Debt,3564.4,525.3,607.3,2752.6,3097.9,2552.0,2802.3,2972.6,2700.9,2730.5
Revenue,1377.0,418.8,530.6,713.4,871.3,772.5,625.0,497.0,546.1,569.9
Shares_Diluted,40.8,46.235,42.535,45.08,45.23,42.62,43.61,25.83,26.145,510.8
Total_Assets,14317.8,4660.0,5281.3,6092.4,6287.3,5614.9,5869.2,6136.6,6159.0,6060.2
Total_Liabilities,12581.4,4822.9,4791.1,4960.9,5177.2,4588.9,5105.2,5519.7,5289.9,5251.1
