AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1486.0,1477.0,1485.0,1496.9,534.8,,,,,,
Current_Liabilities,457.0,404.0,352.0,286.8,252.6,,,,,,
Diluted_EPS,-0.106,-0.046,0.001,-0.501,-0.271,-0.482,,,,,-0.125
Goodwill_Intangibles,87.0,89.0,90.0,91.9,103.6,,,,,,
Inventory,62.0,44.0,42.0,38.7,34.0,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,675.0,535.0,514.9,486.4,424.7,282.0,242.5,236.8,145.2,198.6,204.5
Shares_Diluted,509.5324,505.3782,289.584,504.406,499.5886,,,,,,
Total_Assets,1750.0,1734.0,1735.0,1657.3,696.2,,,,,,
Total_Liabilities,600.0,591.0,644.0,647.8,462.4,,,,,,
