AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,15732.0,17046.0,18559.0,5345.0,3859.0,,,,,,,
Current_Liabilities,1753.0,1524.0,1313.0,1047.0,819.0,,,,,,,
Diluted_EPS,-1.885,-1.768,-12.064,-12.208,-0.668,-0.477,-0.408,-0.332,-0.23,-0.204,-0.155,-0.124
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,655.0,494.0,274.0,126.0,,,,,,0.0,0.0,0.0
LT_Debt,1228.0,1227.0,1226.0,2958.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,364.0,95.0,54.0,1.0,,,,,,0.0,0.0,0.0
Shares_Diluted,908.0,901.0,204.0,101.0,868.2771,,,,,,,
Total_Assets,20171.0,21297.0,22294.0,8488.0,6491.0,,,,,,,
Total_Liabilities,3303.0,3037.0,2780.0,4200.9,972.0,,,,,,,
