AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1227.3,1197.0,1230.0,1320.3,417.5,482.3,487.4,388.5
Current_Liabilities,743.5,741.3,771.8,684.4,627.5,608.6,602.1,541.4
Diluted_EPS,-0.394,-1.303,-0.509,-0.792,-0.518,-0.511,-0.387,-0.691
Goodwill_Intangibles,848.0,858.6,873.5,667.8,679.4,583.6,597.1,607.8
Inventory,0.4,0.4,1.2,0.4,0.4,0.6,0.5,0.4
LT_Debt,766.4,758.0,749.6,741.4,0.0,0.0,0.0,0.0
Revenue,258.4,249.8,243.4,227.4,214.4,202.9,198.5,184.2
Shares_Diluted,57.369,56.974,56.484,56.014,55.768,55.335,54.802,52.184
Total_Assets,2337.1,2298.3,2337.5,2208.0,1309.9,1269.2,1233.0,1137.7
Total_Liabilities,1760.8,1740.1,1745.0,1613.3,784.6,762.1,720.5,633.9
