AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,5.4,6.7,9.1,13.5,16.3,18.3,4.8,3.8
Current_Liabilities,4.6,5.2,4.9,5.4,5.4,6.6,6.0,6.0
Diluted_EPS,-0.069,-0.12,-0.187,-0.068,-0.101,-0.166,-0.028,-0.121
Goodwill_Intangibles,10.0,10.2,10.5,8.5,8.8,8.9,8.7,8.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.1,0.1,0.2,0.2,0.2,2.0,2.7
Revenue,5.0,3.9,4.4,3.5,3.5,3.1,3.5,3.5
Shares_Diluted,26.8009,26.3657,25.8666,25.3224,25.1432,13.4486,12.5509,11.84
Total_Assets,22.1,24.2,27.2,29.2,32.5,33.6,19.7,19.4
Total_Liabilities,8.0,9.2,9.3,5.1,6.8,7.9,9.3,10.5
