AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,641.9,685.4,775.3,480.0,482.7,477.0,477.5,450.7,253.5,253.0,253.3,298.5,285.2,114.2,140.8,106.2
Current_Liabilities,75.3,76.7,96.7,91.2,84.1,83.9,89.6,61.9,35.9,44.0,45.6,38.7,39.4,38.8,33.2,26.4
Diluted_EPS,-0.391,-0.105,0.019,0.08,0.117,0.107,0.128,0.092,-0.11199999999999999,-0.247,0.226,0.111,0.051,-0.033,0.19399999999999998,0.087
Goodwill_Intangibles,40.4,35.0,35.5,35.9,22.9,23.3,23.7,25.1,7.7,7.9,8.1,7.8,7.8,7.3,6.1,6.4
Inventory,89.6,71.4,63.0,55.3,52.6,52.8,52.5,46.3,42.1,46.6,37.5,34.4,34.9,34.9,30.0,25.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,58.1,83.3,87.5,86.7,81.7,66.1,72.3,57.4,37.4,26.2,53.2,47.3,45.3,38.6,37.8,37.6
Shares_Diluted,49.757,49.658,50.8621,48.1167,47.8498,47.5682,45.9678,42.693,40.8725,40.7627,41.4221,42.1597,37.2877,35.1274,35.9997,35.6733
Total_Assets,1007.4,1026.1,1040.9,678.2,651.6,633.5,629.0,590.3,391.7,397.3,405.5,382.2,370.5,234.5,214.8,193.6
Total_Liabilities,101.0,105.0,121.3,113.0,104.2,103.2,110.0,82.7,57.2,65.7,67.2,52.3,53.3,52.9,35.7,28.4
