AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1318.8,1256.8,1196.2,1127.2,1123.1,1099.2,1102.9,1058.1,1090.6,1056.5,1088.5,1056.1,1020.1,1003.3,988.0,951.7
Current_Liabilities,346.2,323.9,276.3,300.1,302.5,273.6,272.9,258.8,310.8,275.9,253.1,234.7,211.8,222.4,203.7,242.3
Diluted_EPS,0.53,0.489,0.469,0.356,0.282,0.259,0.285,0.14,0.17600000000000002,0.157,0.192,0.20600000000000002,0.195,0.245,0.36,0.33
Goodwill_Intangibles,16.2,16.7,18.8,17.6,17.0,17.5,18.0,15.8,16.3,17.0,17.3,17.8,18.3,18.8,20.4,22.0
Inventory,249.0,247.8,234.5,220.7,209.3,197.2,199.1,204.9,210.1,198.3,192.3,187.9,174.8,173.8,170.8,159.5
LT_Debt,200.7,190.4,231.0,212.3,234.5,241.6,283.8,229.3,219.8,220.2,245.8,254.7,275.9,265.4,256.7,247.8
Revenue,426.2,421.1,412.1,386.7,362.1,347.2,345.2,310.2,310.1,300.2,305.7,312.1,306.1,310.1,333.6,322.6
Shares_Diluted,110.561,110.539,110.272,109.825,109.629,109.462,108.987,108.5,108.277,108.149,107.996,107.601,107.178,106.97200000000001,105.796,102.083
Total_Assets,2324.4,2270.2,2231.2,2155.0,2132.4,2077.6,2094.1,1984.7,2005.9,1938.2,1932.8,1904.4,1871.5,1846.0,1790.0,1740.7
Total_Liabilities,635.9,612.5,609.2,595.6,614.8,599.6,636.3,571.1,613.7,577.6,578.3,581.7,576.6,578.8,547.0,587.4
