AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,179.7,73.8,67.3,62.8,63.5,68.9,80.5,91.4,96.8
Current_Liabilities,33.6,37.5,35.4,28.6,36.6,32.8,37.3,33.1,37.2
Diluted_EPS,-0.033,-0.014,-0.044,0.021,-0.024,-0.062,-0.075,-0.046,-0.002
Goodwill_Intangibles,77.1,77.1,76.9,77.1,77.1,76.8,76.7,76.4,76.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,59.2,58.5,57.0,60.1,51.3,45.9,43.3,44.0,49.3
Shares_Diluted,122.363,120.23,118.964,117.606,116.27,115.275,114.41,113.578,112.76
Total_Assets,324.0,220.5,213.0,209.4,208.4,191.3,199.0,198.9,204.9
Total_Liabilities,146.4,50.7,49.2,42.8,50.5,34.7,39.5,33.8,37.9
