AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,54.7,47.2,52.7,50.9,50.2,50.2,51.5,56.7,56.6
Current_Liabilities,3.6,0.7,2.5,1.5,1.4,0.6,0.9,0.9,1.3
Diluted_EPS,0.609,0.08,0.31,0.387,0.091,0.159,-0.169,0.0,-0.184
Goodwill_Intangibles,2.4,3.8,3.9,4.1,4.2,3.7,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0
Revenue,0.9,1.5,1.8,1.7,1.8,1.1,0.4,0.2,
Shares_Diluted,8.8288,8.8585,8.8409,8.8096,8.837,8.8641,9.0344,9.0522,9.2297
Total_Assets,69.9,60.0,67.4,66.0,62.5,59.7,56.2,60.0,61.3
Total_Liabilities,9.8,8.8,11.0,10.9,10.9,7.1,4.8,4.9,5.2
