AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3420.0,431.7,632.2,3740.8,3930.0,1018.0,1294.0,4551.0,630.0,1502.0,1538.0,1420.3,1264.8
Current_Liabilities,3358.1,140.1,363.1,2619.6,1978.0,180.0,463.0,2009.0,249.0,941.0,920.0,838.0,887.7
Diluted_EPS,30.49,0.234,0.151,-0.436,-10.264,0.039,0.13,0.197,0.7070000000000001,0.905,0.745,1.601,0.258
Goodwill_Intangibles,124.8,1058.1,1066.4,1050.1,1078.0,2749.0,2761.0,1112.0,2788.0,2802.0,2817.0,2832.1,2857.1
Inventory,10.5,19.7,16.9,9.6,17.0,26.0,24.0,22.0,29.0,31.0,30.0,29.3,30.8
LT_Debt,97.9,1097.9,1103.9,578.2,1705.0,3254.0,3253.0,1554.0,2654.0,2653.0,2653.0,2652.7,3009.0
Revenue,60.1,113.3,264.2,220.0,39.0,97.3,284.5,307.0,287.0,618.0,482.0,1761.5,421.0
Shares_Diluted,87.891,87.7682,87.4953,87.2117,87.0308,86.9479,86.687,86.5141,86.3037,86.2024,93.9133,85.2499,85.3986
Total_Assets,3864.0,2670.1,2879.2,4178.6,6193.0,7347.0,7626.0,6861.0,6924.0,7783.0,7820.0,7443.8,7938.5
Total_Liabilities,3554.9,1755.2,1981.4,3293.6,4346.0,4614.0,4891.0,4059.0,4050.0,4891.0,4863.0,4479.2,4904.7
