AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,315.3,303.7,295.3,280.1,269.8,122.8,120.7,270.7,33.8,33.6,32.6,33.6
Current_Liabilities,33.4,32.6,27.8,19.5,20.5,26.0,25.2,16.7,21.3,23.7,20.8,19.5
Diluted_EPS,0.376,0.684,-0.886,0.511,0.261,-0.384,-1.031,0.734,1.094,0.349,0.212,0.24600000000000002
Goodwill_Intangibles,272.4,272.6,286.6,273.1,271.5,261.4,277.7,98.6,101.2,99.6,102.5,103.3
Inventory,12.1,11.2,12.0,11.8,12.9,11.6,18.8,6.8,7.0,6.8,7.6,8.3
LT_Debt,168.7,145.7,144.3,142.9,141.6,140.3,139.0,137.7,17.5,20.6,27.2,31.2
Revenue,34.9,38.0,34.2,31.9,29.9,34.2,31.7,25.5,26.3,26.4,26.7,24.9
Shares_Diluted,5.301,5.73,5.125,5.241,4.669,4.374,4.367,4.321,4.263,4.021,4.045,4.046
Total_Assets,612.5,601.5,621.6,588.9,576.7,409.1,423.5,392.5,159.7,156.8,158.2,160.3
Total_Liabilities,213.5,195.2,208.8,196.5,194.5,189.1,189.3,163.3,40.6,45.5,50.6,53.4
