AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,226.0,254.1,167.3,181.0,212.3,217.9,235.8,256.8,272.5,283.0
Current_Liabilities,25.0,22.8,14.8,20.3,23.3,21.6,32.5,30.4,29.9,30.5
Diluted_EPS,-0.883,-6.198,-0.896,-1.027,-0.469,-1.204,-1.306,-1.161,-1.47,-1.6569999999999998
Goodwill_Intangibles,89.0,89.4,27.9,26.9,26.5,27.1,26.6,33.0,32.7,33.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.8,3.8,5.6,14.0,3.6,4.8,4.9,3.9,2.8
Shares_Diluted,42.1356,13.1681,16.233,16.1725,16.1516,16.1245,16.0465,16.0064,15.9347,15.8856
Total_Assets,398.8,429.0,246.9,265.4,285.5,291.3,313.3,338.0,355.6,357.5
Total_Liabilities,98.3,94.4,212.4,218.8,225.9,225.7,231.3,236.9,240.2,222.2
