AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,370.6,402.4,444.4,209.0,199.9,,,,
Current_Liabilities,58.5,58.6,81.2,73.0,54.4,,,,
Diluted_EPS,-0.198,-0.148,-0.071,-0.094,-0.052,-0.092,-0.064,-0.048,-0.023
Goodwill_Intangibles,0.4,0.5,0.6,0.6,0.7,,,,
Inventory,122.3,118.5,106.9,99.3,72.9,,,,
LT_Debt,0.0,0.0,0.0,13.1,11.2,0.0,0.0,0.0,0.0
Revenue,78.2,62.8,97.2,62.7,67.9,49.6,79.3,47.2,50.6
Shares_Diluted,148.6469,147.5302,147.0525,146.8464,146.8464,,,,
Total_Assets,428.5,451.4,488.4,249.7,236.7,,,,
Total_Liabilities,74.2,71.1,91.4,95.0,73.6,,,,
