AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,2199.9,2492.8,2714.6,2748.9,2569.3,2495.2,2413.3,2802.8
Current_Liabilities,1181.7,1376.1,1630.0,1554.3,1409.2,1395.5,1253.8,1291.0
Diluted_EPS,-8.019,-0.308,-2.405,-0.331,-0.066,0.174,0.509,-0.33
Goodwill_Intangibles,3583.0,5450.3,5559.8,6014.4,6108.7,6204.0,6300.8,5738.9
Inventory,287.8,283.8,283.6,297.3,338.5,362.2,352.3,354.9
LT_Debt,8054.3,8057.5,8067.4,8070.8,8074.4,8101.0,8305.6,8313.0
Revenue,569.1,652.3,789.4,772.0,713.8,717.9,760.2,634.9
Shares_Diluted,235.117,233.879,233.679,233.578,233.331,238.671,234.475,230.04
Total_Assets,6362.3,8447.2,8767.4,9246.6,9206.3,9234.2,9264.6,9165.2
Total_Liabilities,9560.3,9758.2,10011.4,9936.9,9823.3,9833.1,9912.6,9947.7
