AAII_QTR_DATA,03/10/2021,11/18/2020,08/26/2020,06/03/2020,03/11/2020,12/18/2019,08/28/2019,06/05/2019,03/13/2019,12/19/2018,08/29/2018
Current_Assets,20.7,,31.1,31.1,28.6,27.8,27.4,29.0,30.7,33.5,19.8
Current_Liabilities,21.2,,30.3,42.0,40.4,43.1,33.0,32.7,34.2,49.0,81.6
Diluted_EPS,,-0.098,0.251,-0.822,-0.126,-0.277,-0.303,-0.177,0.223,-0.249,-0.062
Goodwill_Intangibles,,,15.5,15.9,16.5,16.9,17.3,17.7,17.8,18.2,18.7
Inventory,,,1.7,2.1,2.4,2.6,3.4,3.9,4.1,4.1,4.0
LT_Debt,56.6,0.0,54.1,57.3,48.3,45.6,45.4,42.0,40.7,46.1,0.0
Revenue,,41.9,31.3,19.0,68.6,95.1,71.4,74.8,74.4,102.9,83.9
Shares_Diluted,,,30.558,30.398,30.215,30.054,29.948,29.874,29.799,30.059,30.015
Total_Assets,232.0,,177.4,189.3,203.3,207.9,186.0,192.1,197.6,208.9,200.0
Total_Liabilities,109.5,,103.8,123.6,112.7,113.9,85.0,81.9,82.5,100.8,87.4
