AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.3,0.4,0.1
Current_Liabilities,2.3,2.8,3.4,2.1,2.0,1.7,1.5,1.4,1.1,0.8,0.4,0.3,0.1,0.0
Diluted_EPS,-0.001,-0.02,-0.003,-0.005,-0.017,-0.005,-0.008,-0.013,-0.019,-0.017,-0.006,-0.011000000000000001,-0.006999999999999999,-0.011000000000000001
Goodwill_Intangibles,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0
Inventory,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.9,0.9,0.7,0.7,0.6,0.6,0.2,0.2,0.1,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0
Shares_Diluted,160.4063,110.1197,98.737,71.9276,45.2454,43.3194,42.776,42.0353,41.1757,40.6337,40.6333,40.6333,38.9833,105.8286
Total_Assets,0.6,0.5,0.5,0.4,0.4,0.5,0.5,0.4,0.6,0.5,0.2,0.3,0.4,0.1
Total_Liabilities,2.3,2.8,3.4,3.0,2.9,2.4,2.2,2.1,1.7,1.1,0.6,0.4,0.1,0.0
