AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,18.5,8.3,10.3,4.3,5.2,6.0,6.7,7.9
Current_Liabilities,2.7,2.2,1.5,1.4,1.6,2.1,2.0,2.3
Diluted_EPS,-0.691,-1.589,-1.508,-1.605,-1.526,-1.763,-8.022,-6.283
Goodwill_Intangibles,0.0,0.2,0.2,0.2,0.2,0.2,0.2,1.0
Inventory,0.0,0.2,0.2,0.4,0.5,0.6,0.6,0.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.4,0.1,0.4,0.5,0.6,0.3,0.6
Shares_Diluted,5.2522,2.2268,0.8883,0.5214,0.5209,0.5201,0.4784,0.4909
Total_Assets,18.7,9.1,10.9,5.0,5.9,7.0,7.8,10.0
Total_Liabilities,2.7,2.3,1.5,1.4,1.6,2.1,2.0,2.3
