AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,275.6,346.7,398.9,459.6,28.3,,1.6,,
Current_Liabilities,37.3,40.7,35.3,18.2,14.8,,0.1,,
Diluted_EPS,-0.325,-0.185,-0.063,-4.654,-0.625,-0.266,-0.004,-0.034,-0.047
Goodwill_Intangibles,75.4,76.2,78.2,3.2,3.2,,,,
Inventory,8.7,7.7,5.0,1.8,1.0,,,,
LT_Debt,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0
Revenue,3.9,,,,,,0.0,,
Shares_Diluted,263.6518,277.1401,258.2737,258.2737,254.3301,,37.5,,
Total_Assets,439.9,499.0,530.3,501.8,58.0,,301.6,,
Total_Liabilities,71.4,62.5,93.4,84.8,25.1,,10.6,,
