AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,199.8,186.5,171.6,162.7,267.3,138.9,,,,
Current_Liabilities,108.4,108.9,103.4,87.6,94.3,83.1,,,,
Diluted_EPS,-0.066,-0.068,-0.024,-0.196,-0.125,-0.162,-0.254,-0.099,-0.139,-0.171
Goodwill_Intangibles,1399.0,1430.5,1454.0,1286.8,1188.1,1208.1,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,533.1,534.1,535.2,378.8,758.2,758.4,0.0,0.0,0.0,0.0
Revenue,157.2,143.6,135.6,128.5,121.1,104.9,92.0,89.2,79.3,77.0
Shares_Diluted,195.6503,195.4324,196.2147,187.9944,195.3368,192.4836,,,,
Total_Assets,1633.3,1651.4,1663.4,1489.3,1486.8,1377.4,,,,
Total_Liabilities,669.8,672.9,677.7,505.5,883.4,871.6,,,,
