AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,244.0,247.4,241.8,261.8,269.6,86.1,77.8,0.3,,
Current_Liabilities,34.8,34.8,29.9,27.9,43.7,38.0,33.8,0.3,,
Diluted_EPS,0.038,-0.2,0.004,0.081,-0.071,0.047,0.102,-0.001,0.103,0.044000000000000004
Goodwill_Intangibles,55.8,57.7,67.1,49.1,48.8,46.6,45.4,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,68.4,70.5,71.9,70.6,70.8,74.1,269.9,,77.9,58.3
Shares_Diluted,146.197,126.337,138.044,138.795,99.297,125.7537,125.7537,26.9063,,
Total_Assets,332.7,328.6,334.8,330.5,334.2,145.9,134.5,0.3,,
Total_Liabilities,37.1,42.2,31.4,32.1,48.2,42.3,38.4,0.3,,
