AAII_QTR_DATA,07/02/2021,04/02/2021,01/01/2021,10/02/2020,07/03/2020,04/03/2020,01/03/2020,09/27/2019,06/28/2019,03/29/2019,12/28/2018,09/28/2018
Current_Assets,248.1,223.5,216.4,196.0,182.5,172.1,174.7,165.0,158.9,152.7,151.6,147.3
Current_Liabilities,41.8,36.1,41.2,33.9,31.6,29.9,34.5,30.0,28.7,28.2,27.7,27.5
Diluted_EPS,0.173,0.101,0.068,0.081,-0.026,-0.003,0.136,0.051,0.084,0.029,0.023,0.032
Goodwill_Intangibles,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0
Inventory,15.6,16.8,18.1,18.2,17.8,17.6,17.1,16.4,16.3,16.4,16.7,16.2
LT_Debt,0.0,0.0,0.0,0.1,0.1,0.1,0.4,0.5,0.6,0.7,0.5,0.7
Revenue,62.4,50.8,46.0,47.1,35.2,35.2,38.9,39.1,39.7,32.6,31.2,31.8
Shares_Diluted,49.491,49.213,49.045,48.18,45.354,44.953,47.036,46.857,46.733000000000004,46.913,47.174,46.025
Total_Assets,294.4,265.8,257.4,234.7,218.0,206.8,207.5,192.7,186.0,177.2,167.3,163.0
Total_Liabilities,59.8,51.6,60.2,48.3,43.4,41.8,47.6,43.4,41.6,39.9,34.9,34.1
