AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,468.0,543.0,602.0,1043.0,1261.0,628.0,665.0,632.0,678.0,755.8
Current_Liabilities,663.0,673.0,641.0,828.0,996.0,720.0,685.0,766.0,882.0,804.0
Diluted_EPS,-0.656,1.341,4.935,-0.799,1.811,-0.419,2.467,-0.958,-21.515,-4.882
Goodwill_Intangibles,2522.0,2558.0,2356.0,2398.0,2446.0,2824.0,2883.0,2926.0,2659.0,3785.3
Inventory,31.0,27.0,21.0,25.0,20.0,20.0,24.0,26.0,29.0,52.8
LT_Debt,2415.0,2413.0,2407.0,2927.0,2916.0,3117.0,3130.0,3177.0,3027.0,3179.0
Revenue,467.0,436.0,439.0,381.0,1666.0,413.0,412.0,431.0,1804.0,509.0
Shares_Diluted,61.0,63.4,62.0,60.1,60.2,59.6,60.0,59.5,58.1,59.2
Total_Assets,4483.0,4565.0,4429.0,4889.0,5157.0,5042.0,5083.0,5078.0,5058.0,6188.6
Total_Liabilities,3548.0,3567.0,3528.0,4233.0,4396.0,4341.0,4353.0,4499.0,4392.0,4480.6
