AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3.7,19.6,19.3,8.6,2.2,2.5,4.4,8.5,9.1
Current_Liabilities,3.1,4.1,3.3,3.5,3.6,3.7,4.3,8.3,14.1
Diluted_EPS,-130.952,-59.524,-507.937,466.667,-27.888,-23.529,376.471,7.843,265.385
Goodwill_Intangibles,50.6,50.6,50.6,50.6,,,,0.0,6.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,29.0,45.0,44.0,27.9,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Shares_Diluted,0.0252,0.0252,0.0252,0.0255,0.0251,0.0255,0.0255,0.0255,0.026
Total_Assets,69.7,86.1,86.5,76.4,8.2,9.1,10.4,15.0,23.8
Total_Liabilities,55.3,74.1,73.0,70.7,19.0,19.1,19.9,34.2,40.5
