AAII_QTR_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019
Current_Assets,57.6,49.4,46.3,55.2,56.3,36.5,19.3,21.3,19.6,16.8,12.7,16.6
Current_Liabilities,50.6,44.8,40.8,34.1,43.0,47.0,27.5,32.7,40.5,27.9,10.8,2.8
Diluted_EPS,-0.138,-0.133,-0.092,-0.035,-0.298,-0.623,-0.13,0.248,-0.332,-0.32299999999999995,-1.079,-0.271
Goodwill_Intangibles,178.4,175.5,142.3,126.0,93.4,78.2,18.0,19.7,19.9,18.1,12.2,15.0
Inventory,22.8,21.6,17.0,15.0,11.9,9.7,5.7,6.4,7.0,7.1,6.7,5.7
LT_Debt,44.2,44.7,43.2,42.1,42.7,59.8,28.4,27.1,22.7,29.3,19.7,23.4
Revenue,81.0,72.2,53.9,48.1,40.9,38.3,24.9,24.1,20.6,13.7,11.4,8.3
Shares_Diluted,60.0502,59.5387,52.8313,48.366,41.3209,27.0909,15.6951,15.6339,14.6148,12.2418,14.2441,13.6248
Total_Assets,302.0,290.6,246.2,234.2,200.1,166.6,69.8,75.9,73.2,69.3,40.7,50.7
Total_Liabilities,120.0,115.7,99.0,90.9,97.0,116.6,59.6,62.2,65.2,58.6,31.2,26.3
