AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,12.4,12.2,10.6,12.0,11.1,12.4,13.7,15.6,14.2,16.0,16.0
Current_Liabilities,10.9,10.9,9.5,9.0,9.0,9.7,9.7,10.3,8.0,8.6,9.3
Diluted_EPS,-0.059,-0.118,-0.03,-0.021,-0.014,-0.142,-0.029,-0.022,-0.042,0.013000000000000001,-0.004
Goodwill_Intangibles,0.2,0.2,0.7,0.7,0.7,0.7,0.2,0.3,0.2,0.2,0.3
Inventory,2.4,2.5,3.4,3.1,3.0,3.3,4.4,4.9,4.0,3.5,3.4
LT_Debt,0.0,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.8,12.7,3.6,4.9,3.7,10.6,3.9,4.1,3.0,3.4,6.1
Shares_Diluted,53.8244,52.046,53.8244,52.7061,47.7901,41.3859,41.3244,41.3006,41.2944,41.2947,41.2944
Total_Assets,17.0,17.0,19.6,20.9,19.8,19.9,20.5,22.4,20.6,22.1,22.3
Total_Liabilities,14.0,14.3,14.3,14.0,13.1,12.5,12.3,12.7,10.2,9.9,10.6
