AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,191.5,174.2,157.6,123.2,92.1,,,,,,,
Current_Liabilities,69.8,61.1,53.6,67.3,52.5,,,,,,,
Diluted_EPS,-0.099,-0.092,-0.279,-0.184,0.238,,0.022,-0.086,0.043,0.0,0.0,0.0
Goodwill_Intangibles,6.0,6.2,6.4,6.6,4.3,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,51.8,52.1,52.5,52.8,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,43.2,40.4,40.4,37.4,65.0,29.7,25.7,21.7,40.6,21.9,22.1,20.5
Shares_Diluted,80.4731,80.1472,58.2527,34.4909,37.9719,,,,,,,
Total_Assets,215.4,198.8,183.2,149.9,116.8,,,,,,,
Total_Liabilities,122.7,114.3,106.6,121.9,85.5,,,,,,,
