AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.035,0.013,0.014,0.009,0.145,0.099,0.013,0.197,-0.114
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,121.6,121.0,119.6,119.4,116.1,116.0,109.9,17.1
Revenue,1.2,4.3,2.8,6.0,31.6,18.2,2.7,5.6,3.0
Shares_Diluted,40.4649,56.5245,25.6178,25.6424,25.1025,22.525,22.525,22.525,22.525
Total_Assets,398.7,419.8,388.5,385.0,387.4,378.7,371.2,354.0,344.8
Total_Liabilities,186.8,195.8,195.3,194.3,197.3,201.6,195.6,185.6,187.6
