AAII_QTR_DATA,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,76.0,77.5,73.0,74.0,71.0,66.0,76.8,90.0
Current_Liabilities,72.4,69.6,63.6,62.1,54.2,45.3,51.1,60.6
Diluted_EPS,-14.866,-9.143,-12.939,-12.211,-19.463,-26.426,-19.049,-22.658
Goodwill_Intangibles,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,8.7,8.1,8.9,9.9,10.7,8.6,12.9,13.3
Shares_Diluted,0.2294,0.2301,0.2294,0.2278,0.2278,0.2278,0.2277,0.2277
Total_Assets,89.2,89.9,86.9,88.8,80.7,76.1,87.9,102.1
Total_Liabilities,64.0,62.2,56.8,55.9,45.2,36.5,42.5,52.2
