AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,23.9,24.3,21.0,22.0,20.0,18.8,16.5,19.1,17.1
Current_Liabilities,13.8,13.2,11.4,11.2,10.1,8.2,6.6,7.3,6.3
Diluted_EPS,-0.018,0.129,-0.096,0.06,0.042,0.03,-0.07,0.048,0.004
Goodwill_Intangibles,9.4,9.5,9.6,9.7,9.8,9.9,10.1,10.2,10.3
Inventory,5.5,5.6,4.9,3.2,3.3,3.8,3.6,4.4,4.1
LT_Debt,3.4,3.5,1.7,1.2,1.1,0.9,1.1,1.2,1.3
Revenue,13.2,12.6,10.4,14.6,13.6,12.2,9.5,12.4,10.3
Shares_Diluted,16.391,16.788,16.264,16.303,16.168,16.171,16.138,16.106,16.089000000000002
Total_Assets,55.6,54.1,48.2,48.5,45.9,36.0,34.0,35.6,33.9
Total_Liabilities,25.9,24.6,21.1,20.4,19.0,9.9,8.5,9.1,8.2
