AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,24.0,29.4,29.4,21.7,26.0,26.6,31.2,30.1,33.8
Current_Liabilities,22.9,25.9,28.0,21.1,24.8,17.4,16.1,11.3,9.9
Diluted_EPS,-0.04,-0.019,-0.05,-0.076,-0.141,-0.061,-0.035,-0.072,-0.040999999999999995
Goodwill_Intangibles,28.8,29.4,30.0,30.6,31.5,,,,
Inventory,6.2,6.1,7.1,8.1,8.8,8.5,7.6,8.2,8.8
LT_Debt,18.7,18.7,18.9,19.1,19.0,19.0,19.0,19.1,19.2
Revenue,8.8,12.2,9.7,6.7,7.0,7.0,8.7,5.7,5.4
Shares_Diluted,150.233,148.096,141.572,134.269,116.186,110.723,110.691,110.791,110.568
Total_Assets,72.1,78.4,79.4,72.7,78.3,47.3,52.4,46.6,50.5
Total_Liabilities,49.0,52.3,54.5,49.2,53.8,43.9,42.8,33.6,32.5
