AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
Current_Assets,244.3,236.5,194.3,193.4,176.4,179.2,147.9,140.5,117.4,93.1,1.5,2.5,3.3,,
Current_Liabilities,82.3,87.3,90.0,80.0,86.9,85.5,70.4,69.2,60.2,60.6,2.9,3.4,0.5,,
Diluted_EPS,0.236,0.14,0.147,0.507,0.284,0.349,0.495,0.107,-0.156,0.062,-0.023,-0.023,-0.022,-0.039,-0.027000000000000003
Goodwill_Intangibles,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,,,,,
Inventory,4.7,5.1,5.2,5.2,5.1,5.5,5.9,6.6,7.3,7.7,,,,,
LT_Debt,61.3,65.4,65.9,70.0,78.4,93.2,98.5,110.6,117.2,111.4,0.0,0.0,0.0,0.0,0.0
Revenue,77.9,67.0,73.1,71.9,52.9,49.8,74.8,27.3,16.8,67.1,0.0,0.1,0.1,0.0,0.0
Shares_Diluted,63.019,64.535,70.592,71.155,71.455,71.662,71.931,71.922,54.863,68.98899999999999,35.438,35.466,35.466,35.466,35.467
Total_Assets,387.0,384.9,399.4,403.0,391.8,390.8,350.5,323.5,306.6,288.2,4.0,5.4,3.3,,
Total_Liabilities,155.2,165.5,180.6,193.1,217.6,236.1,220.7,229.4,220.0,193.1,2.9,3.4,0.5,,
