AAII_QTR_DATA,06/27/2021,03/28/2021,12/27/2020,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019,06/30/2019,03/31/2019,12/30/2018,09/30/2018,07/01/2018
Current_Assets,141.5,136.9,137.3,145.9,46.2,36.9,,,,,,,
Current_Liabilities,26.9,23.5,25.9,26.1,25.4,27.1,,,,,,,
Diluted_EPS,0.09,0.08,-0.027,0.043,0.152,0.05,-0.11,0.021,0.16699999999999998,0.078,0.026,0.034,0.055
Goodwill_Intangibles,3.9,3.9,3.9,3.9,3.9,3.9,,,,,,,
Inventory,13.7,11.3,12.9,11.7,9.9,12.1,,,,,,,
LT_Debt,0.1,0.2,0.3,6.9,8.9,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,60.3,58.5,54.0,53.4,59.3,47.6,41.4,34.1,65.2,32.9,31.8,27.0,23.6
Shares_Diluted,43.3757,43.5094,28.6743,39.111,39.1758,39.1758,,,,,,,
Total_Assets,181.7,173.8,171.4,177.6,77.9,67.4,,,,,,,
Total_Liabilities,28.8,26.9,29.3,35.8,37.2,33.4,,,,,,,
