AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,18.4,15.7,14.0,9.2,8.3,5.9,8.7,7.4
Current_Liabilities,15.5,14.2,15.1,9.0,9.9,8.5,10.4,8.2
Diluted_EPS,0.212,0.051,-0.393,-0.518,-0.078,-0.329,-0.686,-0.243
Goodwill_Intangibles,10.5,10.8,11.3,11.8,12.4,13.0,13.4,15.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,8.4,8.6,8.6,9.9,9.0,8.4,8.3,8.0
Revenue,33.3,23.8,19.4,16.7,13.7,15.8,16.6,16.8
Shares_Diluted,5.9661,5.9706,4.8892,4.4985,4.1751,4.1608,4.0673,4.1524
Total_Assets,30.8,28.3,26.8,22.6,21.7,20.0,23.0,23.4
Total_Liabilities,24.3,23.2,24.1,19.4,18.8,16.9,18.8,16.4
