AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,64.6,66.6,59.5,49.3,56.0,59.0,63.2,59.5,57.1,60.6
Current_Liabilities,29.3,30.4,29.0,14.8,14.4,13.8,13.8,11.3,10.9,10.0
Diluted_EPS,-0.3,-0.315,-1.712,-7.145,-2.357,-4.088,-0.348,-2.248,-1.257,0.037000000000000005
Goodwill_Intangibles,0.0,0.0,0.0,1.1,2.4,2.4,2.3,2.2,2.2,2.3
Inventory,21.1,21.0,20.4,1.3,2.4,3.0,3.8,1.8,1.7,2.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.6,0.7,0.6,3.0,0.6,0.8,1.0,10.4,3.7,7.9
Shares_Diluted,9.6522,9.1261,8.315,4.401,3.1846,3.1846,3.0399,2.9492,3.037,3.037
Total_Assets,71.9,74.8,68.3,61.3,67.6,73.7,83.2,79.1,78.9,83.1
Total_Liabilities,31.1,32.5,31.2,16.6,16.3,15.9,16.3,13.8,12.6,11.8
