AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,38.1,8.7,12.2,8.9,11.7,5.3,0.1,0.2
Current_Liabilities,1.7,1.8,2.9,2.7,2.0,2.0,21.1,18.4
Diluted_EPS,-0.186,-0.195,-0.196,-0.269,-0.201,-0.435,-0.187,-0.226
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Inventory,0.2,,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,16.8584,16.7812,16.7364,15.994,14.8011,7.7454,14.613,14.613
Total_Assets,39.1,9.6,13.1,9.9,12.8,6.4,1.5,0.9
Total_Liabilities,1.7,1.9,2.9,2.7,2.0,2.0,21.1,18.5
