AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1019.5,674.1,719.9,159.9,142.1,104.9,92.4,89.8,103.3,164.9,110.5
Current_Liabilities,1474.0,1335.5,1119.5,262.1,230.4,94.3,74.5,71.5,59.4,96.4,104.7
Diluted_EPS,5.48,1.074,2.426,1.306,-0.826,-0.006,2.864,0.156,-1.8719999999999999,3.798,-0.138
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,21.2,14.6,12.4,12.2,14.0,9.6,9.2,8.3,7.6,7.2,7.7
LT_Debt,392.5,492.1,491.7,160.0,199.0,0.0,0.0,20.0,58.0,59.0,80.0
Revenue,1151.4,817.8,510.5,190.0,156.0,74.2,62.6,58.9,36.2,60.4,79.7
Shares_Diluted,85.554,85.326,67.467,31.138,30.655,20.839,21.17,20.903,20.776,20.684,20.638
Total_Assets,7414.4,7033.7,6741.0,1937.1,1916.2,1208.3,1182.8,1148.8,1190.2,1264.1,1206.3
Total_Liabilities,2421.9,2396.2,2086.0,519.8,531.1,161.5,137.6,165.8,212.2,247.7,269.6
