AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018
Current_Assets,62.9,32.4,28.5,20.5,15.9,,
Current_Liabilities,10.5,13.3,11.7,9.0,6.0,,
Diluted_EPS,0.019,0.239,0.123,0.136,0.12,0.201,0.071
Goodwill_Intangibles,1.5,1.6,1.7,1.7,1.8,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.5,1.7,1.5,0.0,0.0,0.0,0.0
Revenue,20.1,25.5,13.8,15.7,10.0,19.0,7.3
Shares_Diluted,24.05,17.85,17.85,17.85,17.85,,
Total_Assets,65.9,34.4,30.7,22.9,18.2,,
Total_Liabilities,12.1,15.1,14.4,10.0,6.9,,
