AAII_QTR_DATA,06/30/2021,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,,,,,,,
Diluted_EPS,-0.004,-483.165,,-779.334,,,,
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,0.8886,0.0012,,0.001,,,,
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,0.0,,,,,,,
