AAII_QTR_DATA,07/04/2021,04/04/2021,01/03/2021,12/31/2020,09/27/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,263.5,220.4,244.2,244.2,226.7,0.4,0.7,0.7,0.9,0.9,1.1,1.3,0.7
Current_Liabilities,153.9,129.4,200.1,147.5,126.5,2.1,1.9,0.6,0.5,0.1,0.1,0.1,0.7
Diluted_EPS,0.215,-0.297,-1.507,-0.129,-0.083,0.129,0.003,0.027,0.032,0.042,0.041,0.027000000000000003,0.0
Goodwill_Intangibles,2050.2,2047.3,2033.9,2033.9,1519.2,,,,,,,,0.0
Inventory,70.0,67.6,59.8,59.8,57.2,,,,,,,,0.0
LT_Debt,813.1,743.9,802.6,778.0,410.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,297.9,269.2,246.3,246.3,248.0,470.0,,,,,,,0.0
Shares_Diluted,81.7321,75.927,66.2366,61.8978,59.3691,63.8205,55.875,55.875,55.875,55.875,55.875,70.875,50.875
Total_Assets,2643.6,2567.2,2584.2,2584.2,2061.5,453.0,453.2,451.7,450.1,447.9,445.6,443.3,0.7
Total_Liabilities,1950.6,1888.5,2031.3,1981.9,1592.4,17.5,17.3,16.1,15.9,15.6,15.6,15.6,0.7
