AAII_QTR_DATA,07/03/2022,04/03/2022,01/02/2022,10/03/2021,07/04/2021,04/04/2021,01/03/2021,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019
Current_Assets,79.6,74.4,74.4,78.3,130.8,70.2,76.6,100.1,,,,
Current_Liabilities,64.8,55.2,47.8,55.2,67.0,75.5,86.3,99.2,,,,
Diluted_EPS,-0.323,-0.417,-0.688,-0.355,-0.201,-0.074,-0.324,-0.044,-0.139,-0.036000000000000004,-0.08800000000000001,-0.27399999999999997
Goodwill_Intangibles,6.6,5.5,3.9,4.0,4.0,4.3,4.6,2.8,,,,
Inventory,11.9,13.1,17.5,30.9,29.2,31.2,27.2,23.9,,,,
LT_Debt,77.2,77.3,58.4,34.6,65.3,81.7,69.8,38.5,0.0,0.0,0.0,0.0
Revenue,47.4,48.1,38.5,35.0,41.2,48.1,39.8,33.0,30.8,36.9,30.7,33.2
Shares_Diluted,40.2031,39.8617,39.3249,39.0597,34.7078,38.0157,38.0157,38.0157,,,,
Total_Assets,276.6,271.7,263.6,271.7,318.8,252.3,263.2,278.0,,,,
Total_Liabilities,238.6,223.5,202.5,185.5,221.9,255.1,263.2,261.7,,,,
