AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,8.7,4.9,3.0,3.2,7.1,8.7,4.1,10.6,22.8,13.5,4.7
Current_Liabilities,3.7,4.6,4.5,37.6,41.8,42.1,4.3,4.1,9.4,7.5,2.2
Diluted_EPS,-0.237,-0.891,2.15,-1.181,-0.767,-2.084,-1.462,-0.876,1.169,-0.111,-0.076
Goodwill_Intangibles,1.1,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5,1.6,
Inventory,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.4,0.5,0.5
LT_Debt,15.9,20.8,21.2,2.2,0.4,0.5,31.9,34.4,38.1,36.0,24.6
Revenue,5.1,2.4,1.8,2.1,9.4,43.0,3.8,6.3,24.8,42.8,3.8
Shares_Diluted,9.187,4.174,3.9099,3.6903,3.7012,3.6714,3.6971,3.6652,3.6813,52.865,54.309
Total_Assets,32.4,30.2,31.2,33.0,39.6,43.0,40.5,48.7,58.6,49.0,31.8
Total_Liabilities,21.6,27.6,28.2,42.5,45.1,45.7,39.8,42.7,49.6,44.4,26.8
