AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,10.4,9.2,1.7,1.1,1.2,1.6,1.8,1.4,2.1
Current_Liabilities,3.8,5.0,5.8,7.0,6.3,7.0,5.9,8.7,11.5
Diluted_EPS,-0.208,-0.422,-0.39,-0.206,-0.451,-0.176,-0.256,-0.193,-0.19399999999999998
Goodwill_Intangibles,19.2,13.8,13.9,13.9,14.5,14.6,14.7,14.8,14.9
Inventory,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1.3,0.3,0.4,1.0,1.5,2.8,3.7,0.5,0.2
Revenue,1.5,1.4,1.9,1.7,1.4,1.7,1.3,2.0,2.2
Shares_Diluted,11.1183,5.9367,5.9321,5.9386,5.5402,5.4004,5.2703,4.9546,4.5244
Total_Assets,31.2,24.8,17.5,17.3,17.8,18.0,18.4,18.3,19.2
Total_Liabilities,5.7,5.9,6.8,8.7,8.4,10.5,10.6,10.1,13.3
