AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2019,09/30/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,28.0,28.3,1.6,1.3,0.7,,,
Current_Liabilities,3.8,5.8,3.2,2.4,2.5,,,
Diluted_EPS,0.005,-0.049,-0.031,-0.02,-0.018,-0.031,-0.006,-0.002
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.4,0.3,0.3,0.1,0.0,,,
LT_Debt,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,4.8,7.5,3.4,1.8,2.5,0.8,0.2,0.0
Shares_Diluted,26.7029,25.0,25.0,25.0,25.0,,,
Total_Assets,28.3,29.3,3.2,3.0,2.2,,,
Total_Liabilities,10.7,13.5,4.9,4.4,3.4,,,
