AAII_QTR_DATA,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.063,0.178,0.204,0.158,0.156,0.149,0.175,0.167
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
Revenue,15.9,16.3,17.5,15.9,15.8,15.5,15.1,14.5
Shares_Diluted,22.591,22.699,22.561,22.433,22.43,22.548,22.627,22.58
Total_Assets,1453.5,1430.8,1422.7,1431.1,1398.5,1393.2,1350.4,1353.9
Total_Liabilities,1298.1,1275.4,1270.0,1283.7,1256.2,1255.7,1218.6,1225.2
