AAII_QTR_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019
Current_Assets,392.7,413.6,420.7,693.6,251.7,316.7,308.3,305.7,259.5,257.4,212.1,312.1
Current_Liabilities,398.8,429.0,411.1,503.6,69.7,73.7,58.0,82.5,43.8,68.2,61.8,52.7
Diluted_EPS,-0.335,-2.127,-0.466,-0.479,-0.169,-0.171,-0.034,-1.595,-0.264,-5.055,-0.934,-0.722
Goodwill_Intangibles,95.2,97.5,617.9,138.8,16.4,16.2,16.0,16.0,18.1,18.5,238.8,239.2
Inventory,152.4,155.8,160.8,149.6,104.4,93.2,85.1,72.5,111.8,101.5,91.5,91.2
LT_Debt,42.0,42.4,77.6,75.2,54.5,79.4,79.5,53.3,101.5,101.6,51.9,30.3
Revenue,45.6,102.9,50.2,38.8,22.7,32.9,29.5,27.1,22.1,31.5,14.5,15.4
Shares_Diluted,432.9186,389.399,251.8059,143.9552,122.3977,122.0221,121.729,105.6955,73.8528,70.8946,64.2492,61.9273
Total_Assets,849.0,974.0,1614.0,1311.8,653.2,699.6,693.8,692.9,698.0,690.5,853.3,878.6
Total_Liabilities,476.3,506.3,548.4,581.5,129.4,158.9,141.5,139.6,147.1,170.8,114.7,90.9
