AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,55987.0,59265.0,66666.0,75421.0,80697.0,77322.0,75670.0,65799.0
Current_Liabilities,22217.0,21086.0,21135.0,17812.0,14874.0,12717.0,14981.0,11944.0
Diluted_EPS,2.465,2.722,3.663,3.216,3.613,3.295,3.865,2.714
Goodwill_Intangibles,21194.0,20833.0,19831.0,19430.0,19733.0,19561.0,19673.0,19775.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,534.0,524.0,506.0,507.0,493.0,474.0,469.0,466.0
Revenue,28822.0,27908.0,33671.0,29010.0,29077.0,26171.0,28072.0,21470.0
Shares_Diluted,2713.0,2742.0,2808.0,2859.0,2877.0,2882.0,2903.0,2891.0
Total_Assets,169779.0,164218.0,165987.0,169585.0,170609.0,163523.0,159316.0,146437.0
Total_Liabilities,44012.0,40990.0,41108.0,36225.0,32382.0,29866.0,31026.0,28706.0
