AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,98.9,106.1,120.6,0.2,0.3,0.7,0.8,1.0,1.2,1.3,
Current_Liabilities,37.8,37.9,37.5,3.7,3.2,0.5,0.4,0.4,0.1,0.1,0.3
Diluted_EPS,0.522,0.305,0.06,0.0,-1.691,-0.005,-0.018,-0.005,0.132,-0.003,0.0
Goodwill_Intangibles,53.6,54.1,8.0,,,,,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,54.2,50.9,46.9,41.2,,,,,,0.0,0.0
Shares_Diluted,67.605,68.3044,71.3477,63.7386,31.25,31.25,31.25,31.2498,27.4662,31.25,31.25
Total_Assets,365.1,362.6,326.3,254.4,254.5,254.8,254.9,255.0,253.1,252.0,0.3
Total_Liabilities,301.6,340.1,341.3,154.4,75.6,9.2,9.2,9.2,22.1,8.8,0.3
